from.id,to.id,reaction,subsystem,arrows
M00804[m],M00909[m],HMR_3188,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3189,Fatty acid oxidation,to
coa[m],M03116[m],HMR_3189,Fatty acid oxidation,to
M00909[m],accoa[m],HMR_3189,Fatty acid oxidation,to
M00909[m],M03116[m],HMR_3189,Fatty acid oxidation,to
fad[m],fadh2[m],HMR_3190,Fatty acid oxidation,to
fad[m],M00071[m],HMR_3190,Fatty acid oxidation,to
M03116[m],fadh2[m],HMR_3190,Fatty acid oxidation,to
M03116[m],M00071[m],HMR_3190,Fatty acid oxidation,to
h2o[m],M00806[m],HMR_3191,Fatty acid oxidation,to
M00071[m],M00806[m],HMR_3191,Fatty acid oxidation,to
nad[m],h[m],HMR_3192,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3192,Fatty acid oxidation,to
nad[m],M00911[m],HMR_3192,Fatty acid oxidation,to
M00806[m],h[m],HMR_3192,Fatty acid oxidation,to
M00806[m],nadh[m],HMR_3192,Fatty acid oxidation,to
M00806[m],M00911[m],HMR_3192,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3193,Fatty acid oxidation,to
coa[m],M02616[m],HMR_3193,Fatty acid oxidation,to
M00911[m],accoa[m],HMR_3193,Fatty acid oxidation,to
M00911[m],M02616[m],HMR_3193,Fatty acid oxidation,to
fad[m],fadh2[m],HMR_3194,Fatty acid oxidation,to
fad[m],M00056[m],HMR_3194,Fatty acid oxidation,to
M02616[m],fadh2[m],HMR_3194,Fatty acid oxidation,to
M02616[m],M00056[m],HMR_3194,Fatty acid oxidation,to
h2o[m],M00792[m],HMR_3195,Fatty acid oxidation,to
M00056[m],M00792[m],HMR_3195,Fatty acid oxidation,to
nad[m],h[m],HMR_3196,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3196,Fatty acid oxidation,to
nad[m],M00889[m],HMR_3196,Fatty acid oxidation,to
M00792[m],h[m],HMR_3196,Fatty acid oxidation,to
M00792[m],nadh[m],HMR_3196,Fatty acid oxidation,to
M00792[m],M00889[m],HMR_3196,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3197,Fatty acid oxidation,to
coa[m],M02107[m],HMR_3197,Fatty acid oxidation,to
M00889[m],accoa[m],HMR_3197,Fatty acid oxidation,to
M00889[m],M02107[m],HMR_3197,Fatty acid oxidation,to
fad[m],fadh2[m],HMR_3198,Fatty acid oxidation,to
fad[m],M00048[m],HMR_3198,Fatty acid oxidation,to
M02107[m],fadh2[m],HMR_3198,Fatty acid oxidation,to
M02107[m],M00048[m],HMR_3198,Fatty acid oxidation,to
h2o[m],M00782[m],HMR_3199,Fatty acid oxidation,to
M00048[m],M00782[m],HMR_3199,Fatty acid oxidation,to
nad[m],h[m],HMR_3200,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3200,Fatty acid oxidation,to
nad[m],M00877[m],HMR_3200,Fatty acid oxidation,to
M00782[m],h[m],HMR_3200,Fatty acid oxidation,to
M00782[m],nadh[m],HMR_3200,Fatty acid oxidation,to
M00782[m],M00877[m],HMR_3200,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3201,Fatty acid oxidation,to
coa[m],M02694[m],HMR_3201,Fatty acid oxidation,to
M00877[m],accoa[m],HMR_3201,Fatty acid oxidation,to
M00877[m],M02694[m],HMR_3201,Fatty acid oxidation,to
fad[m],fadh2[m],HMR_3202,Fatty acid oxidation,to
fad[m],M00063[m],HMR_3202,Fatty acid oxidation,to
M02694[m],fadh2[m],HMR_3202,Fatty acid oxidation,to
M02694[m],M00063[m],HMR_3202,Fatty acid oxidation,to
h2o[m],M00797[m],HMR_3203,Fatty acid oxidation,to
M00063[m],M00797[m],HMR_3203,Fatty acid oxidation,to
nad[m],h[m],HMR_3204,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3204,Fatty acid oxidation,to
nad[m],M00899[m],HMR_3204,Fatty acid oxidation,to
M00797[m],h[m],HMR_3204,Fatty acid oxidation,to
M00797[m],nadh[m],HMR_3204,Fatty acid oxidation,to
M00797[m],M00899[m],HMR_3204,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3205,Fatty acid oxidation,to
coa[m],ppcoa[m],HMR_3205,Fatty acid oxidation,to
M00899[m],accoa[m],HMR_3205,Fatty acid oxidation,to
M00899[m],ppcoa[m],HMR_3205,Fatty acid oxidation,to
fad[m],fadh2[m],HMR_3218,Fatty acid oxidation,to
fad[m],CE5154[m],HMR_3218,Fatty acid oxidation,to
CE5155[m],fadh2[m],HMR_3218,Fatty acid oxidation,to
CE5155[m],CE5154[m],HMR_3218,Fatty acid oxidation,to
h2o[m],CE5153[m],HMR_3219,Fatty acid oxidation,to
CE5154[m],CE5153[m],HMR_3219,Fatty acid oxidation,to
nad[m],h[m],HMR_3220,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3220,Fatty acid oxidation,to
nad[m],CE5152[m],HMR_3220,Fatty acid oxidation,to
CE5153[m],h[m],HMR_3220,Fatty acid oxidation,to
CE5153[m],nadh[m],HMR_3220,Fatty acid oxidation,to
CE5153[m],CE5152[m],HMR_3220,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3221,Fatty acid oxidation,to
coa[m],CE5151[m],HMR_3221,Fatty acid oxidation,to
CE5152[m],accoa[m],HMR_3221,Fatty acid oxidation,to
CE5152[m],CE5151[m],HMR_3221,Fatty acid oxidation,to
fad[m],fadh2[m],HMR_3222,Fatty acid oxidation,to
fad[m],CE5150[m],HMR_3222,Fatty acid oxidation,to
CE5151[m],fadh2[m],HMR_3222,Fatty acid oxidation,to
CE5151[m],CE5150[m],HMR_3222,Fatty acid oxidation,to
h2o[m],CE5148[m],HMR_3223,Fatty acid oxidation,to
CE5150[m],CE5148[m],HMR_3223,Fatty acid oxidation,to
nad[m],h[m],HMR_3224,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3224,Fatty acid oxidation,to
nad[m],CE5144[m],HMR_3224,Fatty acid oxidation,to
CE5148[m],h[m],HMR_3224,Fatty acid oxidation,to
CE5148[m],nadh[m],HMR_3224,Fatty acid oxidation,to
CE5148[m],CE5144[m],HMR_3224,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3225,Fatty acid oxidation,to
coa[m],odecoa[m],HMR_3225,Fatty acid oxidation,to
CE5144[m],accoa[m],HMR_3225,Fatty acid oxidation,to
CE5144[m],odecoa[m],HMR_3225,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3229,Fatty acid oxidation,to
coa[m],M01191[m],HMR_3229,Fatty acid oxidation,to
HC10858[m],accoa[m],HMR_3229,Fatty acid oxidation,to
HC10858[m],M01191[m],HMR_3229,Fatty acid oxidation,to
fad[m],fadh2[m],HMR_3230,Fatty acid oxidation,to
fad[m],M03019[m],HMR_3230,Fatty acid oxidation,to
M01191[m],fadh2[m],HMR_3230,Fatty acid oxidation,to
M01191[m],M03019[m],HMR_3230,Fatty acid oxidation,to
h2o[m],M00172[m],HMR_3231,Fatty acid oxidation,to
M03019[m],M00172[m],HMR_3231,Fatty acid oxidation,to
nad[m],h[m],HMR_3232,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3232,Fatty acid oxidation,to
nad[m],M00849[m],HMR_3232,Fatty acid oxidation,to
M00172[m],h[m],HMR_3232,Fatty acid oxidation,to
M00172[m],nadh[m],HMR_3232,Fatty acid oxidation,to
M00172[m],M00849[m],HMR_3232,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3233,Fatty acid oxidation,to
coa[m],M01141[m],HMR_3233,Fatty acid oxidation,to
M00849[m],accoa[m],HMR_3233,Fatty acid oxidation,to
M00849[m],M01141[m],HMR_3233,Fatty acid oxidation,to
fad[m],fadh2[m],HMR_3234,Fatty acid oxidation,to
fad[m],M03022[m],HMR_3234,Fatty acid oxidation,to
M01141[m],fadh2[m],HMR_3234,Fatty acid oxidation,to
M01141[m],M03022[m],HMR_3234,Fatty acid oxidation,to
h2o[m],M01573[m],HMR_3235,Fatty acid oxidation,to
M03022[m],M01573[m],HMR_3235,Fatty acid oxidation,to
nad[m],h[m],HMR_3236,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3236,Fatty acid oxidation,to
nad[m],M00885[m],HMR_3236,Fatty acid oxidation,to
M01573[m],h[m],HMR_3236,Fatty acid oxidation,to
M01573[m],nadh[m],HMR_3236,Fatty acid oxidation,to
M01573[m],M00885[m],HMR_3236,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3237,Fatty acid oxidation,to
coa[m],dd3coa[m],HMR_3237,Fatty acid oxidation,to
M00885[m],accoa[m],HMR_3237,Fatty acid oxidation,to
M00885[m],dd3coa[m],HMR_3237,Fatty acid oxidation,to
fad[m],fadh2[m],HMR_3240,Fatty acid oxidation,to
fad[m],M03014[m],HMR_3240,Fatty acid oxidation,to
M00018[m],fadh2[m],HMR_3240,Fatty acid oxidation,to
M00018[m],M03014[m],HMR_3240,Fatty acid oxidation,to
h2o[m],M00702[m],HMR_3241,Fatty acid oxidation,to
M03014[m],M00702[m],HMR_3241,Fatty acid oxidation,to
nad[m],h[m],HMR_3242,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3242,Fatty acid oxidation,to
nad[m],M00843[m],HMR_3242,Fatty acid oxidation,to
M00702[m],h[m],HMR_3242,Fatty acid oxidation,to
M00702[m],nadh[m],HMR_3242,Fatty acid oxidation,to
M00702[m],M00843[m],HMR_3242,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3243,Fatty acid oxidation,to
coa[m],vacccoa[m],HMR_3243,Fatty acid oxidation,to
M00843[m],accoa[m],HMR_3243,Fatty acid oxidation,to
M00843[m],vacccoa[m],HMR_3243,Fatty acid oxidation,to
fad[m],fadh2[m],HMR_3244,Fatty acid oxidation,to
fad[m],M03024[m],HMR_3244,Fatty acid oxidation,to
vacccoa[m],fadh2[m],HMR_3244,Fatty acid oxidation,to
vacccoa[m],M03024[m],HMR_3244,Fatty acid oxidation,to
h2o[m],M00170[m],HMR_3245,Fatty acid oxidation,to
M03024[m],M00170[m],HMR_3245,Fatty acid oxidation,to
nad[m],h[m],HMR_3246,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3246,Fatty acid oxidation,to
nad[m],M00841[m],HMR_3246,Fatty acid oxidation,to
M00170[m],h[m],HMR_3246,Fatty acid oxidation,to
M00170[m],nadh[m],HMR_3246,Fatty acid oxidation,to
M00170[m],M00841[m],HMR_3246,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3247,Fatty acid oxidation,to
coa[m],hdcoa[m],HMR_3247,Fatty acid oxidation,to
M00841[m],accoa[m],HMR_3247,Fatty acid oxidation,to
M00841[m],hdcoa[m],HMR_3247,Fatty acid oxidation,to
h[m],nad[m],HMR_3296,Fatty acid oxidation,to
h[m],dece3coa[m],HMR_3296,Fatty acid oxidation,to
nadh[m],nad[m],HMR_3296,Fatty acid oxidation,to
nadh[m],dece3coa[m],HMR_3296,Fatty acid oxidation,to
dec24dicoa[m],nad[m],HMR_3296,Fatty acid oxidation,to
dec24dicoa[m],dece3coa[m],HMR_3296,Fatty acid oxidation,to
dece4coa[x],h[x],HMR_3321,Fatty acid oxidation,to
dece4coa[x],dec24dicoa[x],HMR_3321,Fatty acid oxidation,to
h[x],nad[x],HMR_3322,Fatty acid oxidation,to
h[x],dece3coa[x],HMR_3322,Fatty acid oxidation,to
nadh[x],nad[x],HMR_3322,Fatty acid oxidation,to
nadh[x],dece3coa[x],HMR_3322,Fatty acid oxidation,to
dec24dicoa[x],nad[x],HMR_3322,Fatty acid oxidation,to
dec24dicoa[x],dece3coa[x],HMR_3322,Fatty acid oxidation,to
o2[x],h2o2[x],HMR_3326,Fatty acid oxidation,to
o2[x],M03016[x],HMR_3326,Fatty acid oxidation,to
M02112[x],h2o2[x],HMR_3326,Fatty acid oxidation,to
M02112[x],M03016[x],HMR_3326,Fatty acid oxidation,to
h2o[x],M00715[x],HMR_3327,Fatty acid oxidation,to
M03016[x],M00715[x],HMR_3327,Fatty acid oxidation,to
nad[x],h[x],HMR_3328,Fatty acid oxidation,to
nad[x],nadh[x],HMR_3328,Fatty acid oxidation,to
nad[x],M00879[x],HMR_3328,Fatty acid oxidation,to
M00715[x],h[x],HMR_3328,Fatty acid oxidation,to
M00715[x],nadh[x],HMR_3328,Fatty acid oxidation,to
M00715[x],M00879[x],HMR_3328,Fatty acid oxidation,to
coa[x],accoa[x],HMR_3329,Fatty acid oxidation,to
coa[x],nrvnccoa[x],HMR_3329,Fatty acid oxidation,to
M00879[x],accoa[x],HMR_3329,Fatty acid oxidation,to
M00879[x],nrvnccoa[x],HMR_3329,Fatty acid oxidation,to
o2[x],h2o2[x],HMR_3330,Fatty acid oxidation,to
o2[x],CE5158[x],HMR_3330,Fatty acid oxidation,to
nrvnccoa[x],h2o2[x],HMR_3330,Fatty acid oxidation,to
nrvnccoa[x],CE5158[x],HMR_3330,Fatty acid oxidation,to
h2o[x],CE5157[x],HMR_3331,Fatty acid oxidation,to
CE5158[x],CE5157[x],HMR_3331,Fatty acid oxidation,to
nad[x],h[x],HMR_3332,Fatty acid oxidation,to
nad[x],nadh[x],HMR_3332,Fatty acid oxidation,to
nad[x],CE5156[x],HMR_3332,Fatty acid oxidation,to
CE5157[x],h[x],HMR_3332,Fatty acid oxidation,to
CE5157[x],nadh[x],HMR_3332,Fatty acid oxidation,to
CE5157[x],CE5156[x],HMR_3332,Fatty acid oxidation,to
coa[x],accoa[x],HMR_3333,Fatty acid oxidation,to
coa[x],CE5155[x],HMR_3333,Fatty acid oxidation,to
CE5156[x],accoa[x],HMR_3333,Fatty acid oxidation,to
CE5156[x],CE5155[x],HMR_3333,Fatty acid oxidation,to
o2[x],h2o2[x],HMR_3334,Fatty acid oxidation,to
o2[x],CE5154[x],HMR_3334,Fatty acid oxidation,to
CE5155[x],h2o2[x],HMR_3334,Fatty acid oxidation,to
CE5155[x],CE5154[x],HMR_3334,Fatty acid oxidation,to
h2o[x],CE5153[x],HMR_3335,Fatty acid oxidation,to
CE5154[x],CE5153[x],HMR_3335,Fatty acid oxidation,to
nad[x],h[x],HMR_3336,Fatty acid oxidation,to
nad[x],nadh[x],HMR_3336,Fatty acid oxidation,to
nad[x],CE5152[x],HMR_3336,Fatty acid oxidation,to
CE5153[x],h[x],HMR_3336,Fatty acid oxidation,to
CE5153[x],nadh[x],HMR_3336,Fatty acid oxidation,to
CE5153[x],CE5152[x],HMR_3336,Fatty acid oxidation,to
coa[x],accoa[x],HMR_3337,Fatty acid oxidation,to
coa[x],CE5151[x],HMR_3337,Fatty acid oxidation,to
CE5152[x],accoa[x],HMR_3337,Fatty acid oxidation,to
CE5152[x],CE5151[x],HMR_3337,Fatty acid oxidation,to
o2[x],h2o2[x],HMR_3338,Fatty acid oxidation,to
o2[x],CE5150[x],HMR_3338,Fatty acid oxidation,to
CE5151[x],h2o2[x],HMR_3338,Fatty acid oxidation,to
CE5151[x],CE5150[x],HMR_3338,Fatty acid oxidation,to
h2o[x],CE5148[x],HMR_3339,Fatty acid oxidation,to
CE5150[x],CE5148[x],HMR_3339,Fatty acid oxidation,to
nad[x],h[x],HMR_3340,Fatty acid oxidation,to
nad[x],nadh[x],HMR_3340,Fatty acid oxidation,to
nad[x],CE5144[x],HMR_3340,Fatty acid oxidation,to
CE5148[x],h[x],HMR_3340,Fatty acid oxidation,to
CE5148[x],nadh[x],HMR_3340,Fatty acid oxidation,to
CE5148[x],CE5144[x],HMR_3340,Fatty acid oxidation,to
coa[x],accoa[x],HMR_3341,Fatty acid oxidation,to
coa[x],odecoa[x],HMR_3341,Fatty acid oxidation,to
CE5144[x],accoa[x],HMR_3341,Fatty acid oxidation,to
CE5144[x],odecoa[x],HMR_3341,Fatty acid oxidation,to
o2[x],h2o2[x],HMR_3342,Fatty acid oxidation,to
o2[x],HC10856[x],HMR_3342,Fatty acid oxidation,to
odecoa[x],h2o2[x],HMR_3342,Fatty acid oxidation,to
odecoa[x],HC10856[x],HMR_3342,Fatty acid oxidation,to
h2o[x],HC10857[x],HMR_3343,Fatty acid oxidation,to
HC10856[x],HC10857[x],HMR_3343,Fatty acid oxidation,to
nad[x],h[x],HMR_3344,Fatty acid oxidation,to
nad[x],nadh[x],HMR_3344,Fatty acid oxidation,to
nad[x],HC10858[x],HMR_3344,Fatty acid oxidation,to
HC10857[x],h[x],HMR_3344,Fatty acid oxidation,to
HC10857[x],nadh[x],HMR_3344,Fatty acid oxidation,to
HC10857[x],HC10858[x],HMR_3344,Fatty acid oxidation,to
coa[x],accoa[x],HMR_3345,Fatty acid oxidation,to
coa[x],M01191[x],HMR_3345,Fatty acid oxidation,to
HC10858[x],accoa[x],HMR_3345,Fatty acid oxidation,to
HC10858[x],M01191[x],HMR_3345,Fatty acid oxidation,to
o2[x],h2o2[x],HMR_3346,Fatty acid oxidation,to
o2[x],M03019[x],HMR_3346,Fatty acid oxidation,to
M01191[x],h2o2[x],HMR_3346,Fatty acid oxidation,to
M01191[x],M03019[x],HMR_3346,Fatty acid oxidation,to
h2o[x],M00172[x],HMR_3347,Fatty acid oxidation,to
M03019[x],M00172[x],HMR_3347,Fatty acid oxidation,to
nad[x],h[x],HMR_3348,Fatty acid oxidation,to
nad[x],nadh[x],HMR_3348,Fatty acid oxidation,to
nad[x],M00849[x],HMR_3348,Fatty acid oxidation,to
M00172[x],h[x],HMR_3348,Fatty acid oxidation,to
M00172[x],nadh[x],HMR_3348,Fatty acid oxidation,to
M00172[x],M00849[x],HMR_3348,Fatty acid oxidation,to
coa[x],accoa[x],HMR_3349,Fatty acid oxidation,to
coa[x],M01141[x],HMR_3349,Fatty acid oxidation,to
M00849[x],accoa[x],HMR_3349,Fatty acid oxidation,to
M00849[x],M01141[x],HMR_3349,Fatty acid oxidation,to
o2[x],h2o2[x],HMR_3350,Fatty acid oxidation,to
o2[x],M03022[x],HMR_3350,Fatty acid oxidation,to
M01141[x],h2o2[x],HMR_3350,Fatty acid oxidation,to
M01141[x],M03022[x],HMR_3350,Fatty acid oxidation,to
h2o[x],M01573[x],HMR_3351,Fatty acid oxidation,to
M03022[x],M01573[x],HMR_3351,Fatty acid oxidation,to
nad[x],h[x],HMR_3352,Fatty acid oxidation,to
nad[x],nadh[x],HMR_3352,Fatty acid oxidation,to
nad[x],M00885[x],HMR_3352,Fatty acid oxidation,to
M01573[x],h[x],HMR_3352,Fatty acid oxidation,to
M01573[x],nadh[x],HMR_3352,Fatty acid oxidation,to
M01573[x],M00885[x],HMR_3352,Fatty acid oxidation,to
coa[x],accoa[x],HMR_3353,Fatty acid oxidation,to
coa[x],dd3coa[x],HMR_3353,Fatty acid oxidation,to
M00885[x],accoa[x],HMR_3353,Fatty acid oxidation,to
M00885[x],dd3coa[x],HMR_3353,Fatty acid oxidation,to
h2o[m],h[m],HMR_3396,Fatty acid oxidation,to
h2o[m],nadh[m],HMR_3396,Fatty acid oxidation,to
h2o[m],accoa[m],HMR_3396,Fatty acid oxidation,to
h2o[m],ppcoa[m],HMR_3396,Fatty acid oxidation,to
h2o[m],fadh2[m],HMR_3396,Fatty acid oxidation,to
nad[m],h[m],HMR_3396,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3396,Fatty acid oxidation,to
nad[m],accoa[m],HMR_3396,Fatty acid oxidation,to
nad[m],ppcoa[m],HMR_3396,Fatty acid oxidation,to
nad[m],fadh2[m],HMR_3396,Fatty acid oxidation,to
coa[m],h[m],HMR_3396,Fatty acid oxidation,to
coa[m],nadh[m],HMR_3396,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3396,Fatty acid oxidation,to
coa[m],ppcoa[m],HMR_3396,Fatty acid oxidation,to
coa[m],fadh2[m],HMR_3396,Fatty acid oxidation,to
fad[m],h[m],HMR_3396,Fatty acid oxidation,to
fad[m],nadh[m],HMR_3396,Fatty acid oxidation,to
fad[m],accoa[m],HMR_3396,Fatty acid oxidation,to
fad[m],ppcoa[m],HMR_3396,Fatty acid oxidation,to
fad[m],fadh2[m],HMR_3396,Fatty acid oxidation,to
M00004[m],h[m],HMR_3396,Fatty acid oxidation,to
M00004[m],nadh[m],HMR_3396,Fatty acid oxidation,to
M00004[m],accoa[m],HMR_3396,Fatty acid oxidation,to
M00004[m],ppcoa[m],HMR_3396,Fatty acid oxidation,to
M00004[m],fadh2[m],HMR_3396,Fatty acid oxidation,to
h2o[m],h[m],HMR_3397,Fatty acid oxidation,to
h2o[m],nadh[m],HMR_3397,Fatty acid oxidation,to
h2o[m],accoa[m],HMR_3397,Fatty acid oxidation,to
h2o[m],ppcoa[m],HMR_3397,Fatty acid oxidation,to
h2o[m],fadh2[m],HMR_3397,Fatty acid oxidation,to
nad[m],h[m],HMR_3397,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3397,Fatty acid oxidation,to
nad[m],accoa[m],HMR_3397,Fatty acid oxidation,to
nad[m],ppcoa[m],HMR_3397,Fatty acid oxidation,to
nad[m],fadh2[m],HMR_3397,Fatty acid oxidation,to
coa[m],h[m],HMR_3397,Fatty acid oxidation,to
coa[m],nadh[m],HMR_3397,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3397,Fatty acid oxidation,to
coa[m],ppcoa[m],HMR_3397,Fatty acid oxidation,to
coa[m],fadh2[m],HMR_3397,Fatty acid oxidation,to
fad[m],h[m],HMR_3397,Fatty acid oxidation,to
fad[m],nadh[m],HMR_3397,Fatty acid oxidation,to
fad[m],accoa[m],HMR_3397,Fatty acid oxidation,to
fad[m],ppcoa[m],HMR_3397,Fatty acid oxidation,to
fad[m],fadh2[m],HMR_3397,Fatty acid oxidation,to
M01237[m],h[m],HMR_3397,Fatty acid oxidation,to
M01237[m],nadh[m],HMR_3397,Fatty acid oxidation,to
M01237[m],accoa[m],HMR_3397,Fatty acid oxidation,to
M01237[m],ppcoa[m],HMR_3397,Fatty acid oxidation,to
M01237[m],fadh2[m],HMR_3397,Fatty acid oxidation,to
h2o[m],h[m],HMR_3398,Fatty acid oxidation,to
h2o[m],nadh[m],HMR_3398,Fatty acid oxidation,to
h2o[m],accoa[m],HMR_3398,Fatty acid oxidation,to
h2o[m],fadh2[m],HMR_3398,Fatty acid oxidation,to
nad[m],h[m],HMR_3398,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3398,Fatty acid oxidation,to
nad[m],accoa[m],HMR_3398,Fatty acid oxidation,to
nad[m],fadh2[m],HMR_3398,Fatty acid oxidation,to
coa[m],h[m],HMR_3398,Fatty acid oxidation,to
coa[m],nadh[m],HMR_3398,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3398,Fatty acid oxidation,to
coa[m],fadh2[m],HMR_3398,Fatty acid oxidation,to
fad[m],h[m],HMR_3398,Fatty acid oxidation,to
fad[m],nadh[m],HMR_3398,Fatty acid oxidation,to
fad[m],accoa[m],HMR_3398,Fatty acid oxidation,to
fad[m],fadh2[m],HMR_3398,Fatty acid oxidation,to
M00129[m],h[m],HMR_3398,Fatty acid oxidation,to
M00129[m],nadh[m],HMR_3398,Fatty acid oxidation,to
M00129[m],accoa[m],HMR_3398,Fatty acid oxidation,to
M00129[m],fadh2[m],HMR_3398,Fatty acid oxidation,to
h2o[m],h[m],HMR_3406,Fatty acid oxidation,to
h2o[m],nadh[m],HMR_3406,Fatty acid oxidation,to
h2o[m],accoa[m],HMR_3406,Fatty acid oxidation,to
h2o[m],fadh2[m],HMR_3406,Fatty acid oxidation,to
nad[m],h[m],HMR_3406,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3406,Fatty acid oxidation,to
nad[m],accoa[m],HMR_3406,Fatty acid oxidation,to
nad[m],fadh2[m],HMR_3406,Fatty acid oxidation,to
coa[m],h[m],HMR_3406,Fatty acid oxidation,to
coa[m],nadh[m],HMR_3406,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3406,Fatty acid oxidation,to
coa[m],fadh2[m],HMR_3406,Fatty acid oxidation,to
fad[m],h[m],HMR_3406,Fatty acid oxidation,to
fad[m],nadh[m],HMR_3406,Fatty acid oxidation,to
fad[m],accoa[m],HMR_3406,Fatty acid oxidation,to
fad[m],fadh2[m],HMR_3406,Fatty acid oxidation,to
M00020[m],h[m],HMR_3406,Fatty acid oxidation,to
M00020[m],nadh[m],HMR_3406,Fatty acid oxidation,to
M00020[m],accoa[m],HMR_3406,Fatty acid oxidation,to
M00020[m],fadh2[m],HMR_3406,Fatty acid oxidation,to
h2o[m],h[m],HMR_3407,Fatty acid oxidation,to
h2o[m],nadh[m],HMR_3407,Fatty acid oxidation,to
h2o[m],accoa[m],HMR_3407,Fatty acid oxidation,to
h2o[m],fadh2[m],HMR_3407,Fatty acid oxidation,to
nad[m],h[m],HMR_3407,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3407,Fatty acid oxidation,to
nad[m],accoa[m],HMR_3407,Fatty acid oxidation,to
nad[m],fadh2[m],HMR_3407,Fatty acid oxidation,to
coa[m],h[m],HMR_3407,Fatty acid oxidation,to
coa[m],nadh[m],HMR_3407,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3407,Fatty acid oxidation,to
coa[m],fadh2[m],HMR_3407,Fatty acid oxidation,to
fad[m],h[m],HMR_3407,Fatty acid oxidation,to
fad[m],nadh[m],HMR_3407,Fatty acid oxidation,to
fad[m],accoa[m],HMR_3407,Fatty acid oxidation,to
fad[m],fadh2[m],HMR_3407,Fatty acid oxidation,to
M00127[m],h[m],HMR_3407,Fatty acid oxidation,to
M00127[m],nadh[m],HMR_3407,Fatty acid oxidation,to
M00127[m],accoa[m],HMR_3407,Fatty acid oxidation,to
M00127[m],fadh2[m],HMR_3407,Fatty acid oxidation,to
h2o[m],h[m],HMR_3408,Fatty acid oxidation,to
h2o[m],nadh[m],HMR_3408,Fatty acid oxidation,to
h2o[m],accoa[m],HMR_3408,Fatty acid oxidation,to
h2o[m],fadh2[m],HMR_3408,Fatty acid oxidation,to
nad[m],h[m],HMR_3408,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3408,Fatty acid oxidation,to
nad[m],accoa[m],HMR_3408,Fatty acid oxidation,to
nad[m],fadh2[m],HMR_3408,Fatty acid oxidation,to
coa[m],h[m],HMR_3408,Fatty acid oxidation,to
coa[m],nadh[m],HMR_3408,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3408,Fatty acid oxidation,to
coa[m],fadh2[m],HMR_3408,Fatty acid oxidation,to
fad[m],h[m],HMR_3408,Fatty acid oxidation,to
fad[m],nadh[m],HMR_3408,Fatty acid oxidation,to
fad[m],accoa[m],HMR_3408,Fatty acid oxidation,to
fad[m],fadh2[m],HMR_3408,Fatty acid oxidation,to
M00116[m],h[m],HMR_3408,Fatty acid oxidation,to
M00116[m],nadh[m],HMR_3408,Fatty acid oxidation,to
M00116[m],accoa[m],HMR_3408,Fatty acid oxidation,to
M00116[m],fadh2[m],HMR_3408,Fatty acid oxidation,to
h2o[m],h[m],HMR_3409,Fatty acid oxidation,to
h2o[m],nadh[m],HMR_3409,Fatty acid oxidation,to
h2o[m],accoa[m],HMR_3409,Fatty acid oxidation,to
h2o[m],fadh2[m],HMR_3409,Fatty acid oxidation,to
nad[m],h[m],HMR_3409,Fatty acid oxidation,to
nad[m],nadh[m],HMR_3409,Fatty acid oxidation,to
nad[m],accoa[m],HMR_3409,Fatty acid oxidation,to
nad[m],fadh2[m],HMR_3409,Fatty acid oxidation,to
coa[m],h[m],HMR_3409,Fatty acid oxidation,to
coa[m],nadh[m],HMR_3409,Fatty acid oxidation,to
coa[m],accoa[m],HMR_3409,Fatty acid oxidation,to
coa[m],fadh2[m],HMR_3409,Fatty acid oxidation,to
fad[m],h[m],HMR_3409,Fatty acid oxidation,to
fad[m],nadh[m],HMR_3409,Fatty acid oxidation,to
fad[m],accoa[m],HMR_3409,Fatty acid oxidation,to
